	x
549	(((((((((Australopithecus_anamensis:0.232201,(Australopithecus_afarensis:0.145839,((((Paranthropus_boisei:0.114113,Paranthropus_robustus:0.390066):0.169301,Paranthropus_aethiopicus:0.065648):0.40864,(((Australopithecus_africanus:0.653169,(Kenyanthropus_platyops:0.101062,Homo_rudolfensis:0.092092):0.309899):0.067806,Australopithecus_sediba:0.076049):0.049598,((Homo_sapiens:0.194892,Homo_ergaster:0.057631):0.113722,Homo_habilis:0.244179):0.196943):0.071221):0.019142,Australopithecus_garhi:0.069445):0.210532):0.206643):0.196428,Ardipithecus_ramidus:0.113686):0.060474,Sahelanthropus_tchadensis:0.210786):0.04208,Pan_troglodytes:0.090881):0.060221,Gorilla_gorilla:0.100469):0.193242,Pongo_pygmaeus:0.143005):0.189918,Papio:0.0681):0.100892,Hylobates:0.229804):0,Colobus_guereza:0.105904);
550	(((((((Ardipithecus_ramidus:0.175514,(Sahelanthropus_tchadensis:0.092966,((Australopithecus_afarensis:0.163223,((Australopithecus_africanus:0.448574,(Australopithecus_sediba:0.171872,((Homo_rudolfensis:0.237968,Kenyanthropus_platyops:0.009284):0.153859,(Homo_habilis:0.102987,((Paranthropus_robustus:0.409869,(Paranthropus_aethiopicus:0.126962,Paranthropus_boisei:0.211197):0.052687):0.814744,(Homo_ergaster:0.136477,Homo_sapiens:0.118536):0.104577):0.057524):0.21235):0.056622):0.068558):0.100898,Australopithecus_garhi:0.034127):0.007775):0.193188,Australopithecus_anamensis:0.33383):0.227091):0.025583):0.126704,Pan_troglodytes:0.104255):0.056899,Gorilla_gorilla:0.162784):0.074508,Pongo_pygmaeus:0.180279):0.117098,Hylobates:0.08211):0.106607,Papio:0.283842):0,Colobus_guereza:0.093193);
551	((((((((((((((Homo_rudolfensis:0.170418,Kenyanthropus_platyops:0.047526):0.15325,Australopithecus_africanus:0.20669):0.371346,(Homo_habilis:0.245695,(Homo_ergaster:0.008897,Homo_sapiens:0.156124):0.212312):0.133531):0.010019,(Australopithecus_sediba:0.023461,((Paranthropus_robustus:0.448852,Paranthropus_boisei:0.081863):0.005994,Paranthropus_aethiopicus:0.400023):0.733225):0.174893):0.347605,(Australopithecus_garhi:0.179342,Australopithecus_afarensis:0.182016):0.023808):0.136729,Australopithecus_anamensis:0.244788):0.101953,Ardipithecus_ramidus:0.180903):0.127906,Sahelanthropus_tchadensis:0.193336):0.094275,Pan_troglodytes:0.078353):0.066552,Pongo_pygmaeus:0.237543):0.088489,Gorilla_gorilla:0.202548):0.342275,Papio:0.162316):0.072194,Hylobates:0.111797):0,Colobus_guereza:0.153401);
552	(((((((Ardipithecus_ramidus:0.076636,(Sahelanthropus_tchadensis:0.248594,(Australopithecus_anamensis:0.168393,((((Paranthropus_boisei:0.088821,Paranthropus_robustus:0.450132):0.245648,Paranthropus_aethiopicus:0.013151):0.72304,((Homo_habilis:0.20434,(Homo_ergaster:0.018976,Homo_sapiens:0.110132):0.132324):0.10727,(Australopithecus_sediba:0.153306,((Kenyanthropus_platyops:0.220623,Homo_rudolfensis:0.165066):0.107196,Australopithecus_africanus:0.161079):0.081069):0.037866):0.240073):0.011998,(Australopithecus_garhi:0.144834,Australopithecus_afarensis:0.211213):0.069897):0.1182):0.105067):0.080632):0.171003,Pan_troglodytes:0.098976):0.090847,Pongo_pygmaeus:0.316467):0.05376,Gorilla_gorilla:0.089667):0.334695,Papio:0.146511):0.101383,Hylobates:0.185515):0,Colobus_guereza:0.047914);
553	((((((((Ardipithecus_ramidus:0.244952,(Australopithecus_anamensis:0.199203,(Australopithecus_afarensis:0.111893,((Australopithecus_sediba:0.19884,(((Homo_ergaster:0.074659,Homo_sapiens:0.166121):0.094417,Homo_habilis:0.27804):0.057619,((Homo_rudolfensis:0.159451,Kenyanthropus_platyops:0.067727):0.135714,Australopithecus_africanus:0.304599):0.029945):0.045524):0.112819,(Australopithecus_garhi:0.013396,(Paranthropus_aethiopicus:0.064013,(Paranthropus_robustus:0.385107,Paranthropus_boisei:0.204074):0.132878):0.649144):0.165166):0.176865):0.238438):0.152522):0.027545,Sahelanthropus_tchadensis:0.166967):0.261919,Pan_troglodytes:0.117102):0.121225,Gorilla_gorilla:0.109463):0.070916,Pongo_pygmaeus:0.36598):0.287812,Papio:0.083228):0.07416,Hylobates:0.210372):0,Colobus_guereza:0.070141);
554	(((((((Sahelanthropus_tchadensis:0.172768,(Australopithecus_anamensis:0.134486,(((Australopithecus_sediba:0.039215,(((Homo_rudolfensis:0.070179,Kenyanthropus_platyops:0.043044):0.056808,(Australopithecus_garhi:0.243289,Australopithecus_africanus:0.103128):0.231596):0.04064,(Homo_habilis:0.183778,(Homo_sapiens:0.211423,Homo_ergaster:0.024153):0.2853):0.121509):0.029879):0.312932,(Paranthropus_aethiopicus:0.007171,(Paranthropus_boisei:0.049968,Paranthropus_robustus:0.396581):0.185771):0.685181):0.041044,Australopithecus_afarensis:0.213833):0.319197):0.094634):0.033958,Ardipithecus_ramidus:0.175605):0.242346,(Pan_troglodytes:0.13192,Gorilla_gorilla:0.099107):0.068554):0.172895,Pongo_pygmaeus:0.272285):0.278623,Hylobates:0.111014):0.148591,Papio:0.316256):0,Colobus_guereza:0.027442);
555	((((((((Ardipithecus_ramidus:0.170968,((Australopithecus_afarensis:0.106393,(((Paranthropus_aethiopicus:0.003756,(Paranthropus_robustus:0.348381,Paranthropus_boisei:0.099917):0.242179):0.6975,Australopithecus_garhi:0.13705):0.016719,((((Kenyanthropus_platyops:0.108673,Australopithecus_africanus:0.316123):0.045967,Homo_rudolfensis:0.254364):0.20596,((Homo_ergaster:0.039722,Homo_sapiens:0.185785):0.053113,Homo_habilis:0.323668):0.302732):0.006052,Australopithecus_sediba:0.008446):0.25532):0.068896):0.227945,Australopithecus_anamensis:0.252663):0.010624):0.089215,Sahelanthropus_tchadensis:0.188175):0.101147,Pan_troglodytes:0.090866):0.084402,Gorilla_gorilla:0.181332):0.032875,Pongo_pygmaeus:0.37931):0.267028,Papio:0.180124):0.202268,Hylobates:0.219519):0,Colobus_guereza:0.071352);
556	(((((((Ardipithecus_ramidus:0.173424,(Sahelanthropus_tchadensis:0.170589,(((((Australopithecus_sediba:0.037306,(Australopithecus_africanus:0.328375,(Kenyanthropus_platyops:0.156685,Homo_rudolfensis:0.225673):0.066497):0.10358):0.091281,((Homo_ergaster:0.064078,Homo_sapiens:0.131058):0.151067,Homo_habilis:0.090921):0.081659):0.272175,Australopithecus_garhi:0.167899):0.042818,(Paranthropus_aethiopicus:0.097001,(Paranthropus_boisei:0.04235,Paranthropus_robustus:0.499891):0.287152):0.808152):0.132376,(Australopithecus_afarensis:0.289999,Australopithecus_anamensis:0.147735):0.014468):0.161956):0.010196):0.091529,Pan_troglodytes:0.047501):0.166094,Gorilla_gorilla:0.223445):0.037253,Pongo_pygmaeus:0.26049):0.158924,Hylobates:0.097546):0.101491,Papio:0.207472):0,Colobus_guereza:0.11806);
557	(((((((Ardipithecus_ramidus:0.195057,((Australopithecus_anamensis:0.227481,(Australopithecus_afarensis:0.105921,((Australopithecus_africanus:0.156163,(Australopithecus_sediba:0.008922,((((Homo_sapiens:0.108407,Homo_ergaster:0.129218):0.095266,Homo_habilis:0.180027):0.121989,(Homo_rudolfensis:0.088907,Kenyanthropus_platyops:0.009835):0.243839):0.114275,(Paranthropus_aethiopicus:0.27834,(Paranthropus_robustus:0.459578,Paranthropus_boisei:0.015974):0.115486):0.642182):0.117157):0.265775):0.204835,Australopithecus_garhi:0.277175):0.082112):0.164119):0.244754,Sahelanthropus_tchadensis:0.096141):0.021036):0.225872,Gorilla_gorilla:0.2396):0.08961,Pan_troglodytes:0.064415):0.214034,Pongo_pygmaeus:0.196835):0.294291,Papio:0.132098):0.0953,Hylobates:0.173638):0,Colobus_guereza:0.111334);
558	(((((((((((((Homo_ergaster:0.035399,Homo_sapiens:0.298117):0.200411,Homo_habilis:0.124369):0.094798,((Australopithecus_sediba:0.075199,((Paranthropus_boisei:0.042736,Paranthropus_aethiopicus:0.407142):0.111959,Paranthropus_robustus:0.325041):0.501252):0.109281,((Homo_rudolfensis:0.192698,Australopithecus_africanus:0.372472):0.026186,Kenyanthropus_platyops:0.016032):0.114339):0.007144):0.392654,Australopithecus_afarensis:0.276133):0.025701,Australopithecus_garhi:0.185803):0.055749,Australopithecus_anamensis:0.266848):0.06357,Sahelanthropus_tchadensis:0.087513):0.006789,Ardipithecus_ramidus:0.10041):0.14072,Pan_troglodytes:0.140439):0.100419,(Gorilla_gorilla:0.130206,Pongo_pygmaeus:0.291155):0.021404):0.322965,Papio:0.118305):0.144482,Hylobates:0.163455):0,Colobus_guereza:0.046134);
559	(((((((Ardipithecus_ramidus:0.098787,(Sahelanthropus_tchadensis:0.132903,(Australopithecus_anamensis:0.288937,(((((Homo_habilis:0.126652,(Homo_sapiens:0.129196,Homo_ergaster:0.121636):0.220265):0.295637,Australopithecus_sediba:0.026849):0.024723,(Australopithecus_africanus:0.227034,(Kenyanthropus_platyops:0.140972,Homo_rudolfensis:0.173816):0.078393):0.038448):0.224763,(Australopithecus_garhi:0.003556,((Paranthropus_robustus:0.62677,Paranthropus_boisei:0.05217):0.259042,Paranthropus_aethiopicus:0.012034):0.534295):0.092884):0.019954,Australopithecus_afarensis:0.164961):0.138304):0.038821):0.020044):0.130166,Pan_troglodytes:0.056118):0.094003,Gorilla_gorilla:0.157875):0.18376,Pongo_pygmaeus:0.298722):0.176074,Papio:0.161076):0.162626,Hylobates:0.086472):0,Colobus_guereza:0.125595);
560	((((((((Ardipithecus_ramidus:0.10647,(Australopithecus_anamensis:0.225944,(((Australopithecus_garhi:0.037669,((((Homo_sapiens:0.133979,Homo_ergaster:0.033821):0.150833,Homo_habilis:0.245314):0.21884,((Homo_rudolfensis:0.247689,Kenyanthropus_platyops:0.03309):0.152144,Australopithecus_africanus:0.37545):0.224617):0.017933,Australopithecus_sediba:0.014405):0.166697):0.032243,Australopithecus_afarensis:0.119259):0.146385,((Paranthropus_boisei:0.132955,Paranthropus_robustus:0.260366):0.186923,Paranthropus_aethiopicus:0.078636):0.522865):0.12959):0.153612):0.074465,Sahelanthropus_tchadensis:0.115208):0.119731,Pan_troglodytes:0.114839):0.21434,Gorilla_gorilla:0.289913):0.005384,Pongo_pygmaeus:0.175898):0.245727,Papio:0.170998):0.108135,Hylobates:0.156537):0,Colobus_guereza:0.061367);
561	(((((((Ardipithecus_ramidus:0.109744,(Sahelanthropus_tchadensis:0.158296,(Australopithecus_anamensis:0.291678,(Australopithecus_afarensis:0.139933,(Australopithecus_garhi:0.252388,(((Paranthropus_robustus:0.346583,Paranthropus_boisei:0.075705):0.280234,Paranthropus_aethiopicus:0.01561):0.570628,(Australopithecus_sediba:0.03582,((Homo_rudolfensis:0.117794,(Australopithecus_africanus:0.378447,Kenyanthropus_platyops:0.067764):0.051971):0.176825,((Homo_ergaster:0.016628,Homo_sapiens:0.184198):0.172461,Homo_habilis:0.202412):0.212842):0.092382):0.106482):0.041228):0.083822):0.172157):0.102682):0.109622):0.144488,Pan_troglodytes:0.058739):0.139137,Gorilla_gorilla:0.158692):0.155932,Pongo_pygmaeus:0.26124):0.1094,Papio:0.174002):0.090333,Hylobates:0.197373):0,Colobus_guereza:0.082202);
562	((((((((((((Paranthropus_aethiopicus:0.016427,(Paranthropus_boisei:0.085904,Paranthropus_robustus:0.516166):0.313172):0.696533,(Australopithecus_garhi:0.132993,((Australopithecus_sediba:0.034077,((Homo_ergaster:0.014926,Homo_sapiens:0.279387):0.134444,Homo_habilis:0.189496):0.112109):0.048685,(Australopithecus_africanus:0.396508,(Homo_rudolfensis:0.09395,Kenyanthropus_platyops:0.095017):0.225597):0.038812):0.174082):0.013795):0.039925,Australopithecus_afarensis:0.159568):0.123618,Australopithecus_anamensis:0.412794):0.173751,Ardipithecus_ramidus:0.094538):0.166795,Sahelanthropus_tchadensis:0.092618):0.121439,Pan_troglodytes:0.076153):0.107624,Gorilla_gorilla:0.239149):0.034936,Pongo_pygmaeus:0.35426):0.21467,Papio:0.127469):0.177442,Hylobates:0.224091):0,Colobus_guereza:0.040853);
563	(((((((Ardipithecus_ramidus:0.192448,(Sahelanthropus_tchadensis:0.202311,(((Australopithecus_afarensis:0.252721,(Australopithecus_africanus:0.158981,(((Homo_habilis:0.33696,(Homo_ergaster:0.017906,Homo_sapiens:0.214368):0.141706):0.017486,Australopithecus_sediba:0.172007):0.095517,(Kenyanthropus_platyops:0.046303,Homo_rudolfensis:0.081408):0.098815):0.158363):0.162165):0.06199,Australopithecus_garhi:0.047662):0.186553,(Australopithecus_anamensis:0.078833,((Paranthropus_robustus:0.46166,Paranthropus_boisei:0.062082):0.412333,Paranthropus_aethiopicus:0.030578):0.660782):0.054237):0.117925):0.080848):0.183646,Pan_troglodytes:0.112685):0.15152,Gorilla_gorilla:0.090261):0.037036,Pongo_pygmaeus:0.340838):0.296654,Papio:0.079432):0.320131,Hylobates:0.183543):0,Colobus_guereza:0.151227);
564	((((((((Ardipithecus_ramidus:0.142141,(Australopithecus_anamensis:0.166585,(Australopithecus_afarensis:0.141233,((((Paranthropus_robustus:0.319585,Paranthropus_boisei:0.099214):0.22343,Paranthropus_aethiopicus:0.086047):0.736583,((Australopithecus_africanus:0.29103,(Homo_rudolfensis:0.231336,Kenyanthropus_platyops:0.109767):0.196035):0.072197,(((Homo_sapiens:0.230186,Homo_ergaster:0.016772):0.168621,Homo_habilis:0.118161):0.084563,Australopithecus_sediba:0.018492):0.047866):0.209815):0.12952,Australopithecus_garhi:0.253811):0.055086):0.131476):0.173686):0.096235,Sahelanthropus_tchadensis:0.054826):0.133982,Pan_troglodytes:0.211595):0.008354,Gorilla_gorilla:0.259615):0.277933,Pongo_pygmaeus:0.271672):0.086966,Hylobates:0.04527):0.095528,Papio:0.172289):0,Colobus_guereza:0.084994);
565	(((((((Ardipithecus_ramidus:0.158749,((Sahelanthropus_tchadensis:0.287514,Australopithecus_anamensis:0.226613):0.019843,(Australopithecus_afarensis:0.172912,(((Paranthropus_aethiopicus:0.032873,(Paranthropus_robustus:0.30453,Paranthropus_boisei:0.142965):0.272059):0.557642,Australopithecus_garhi:0.10303):0.37958,(((Australopithecus_africanus:0.303128,Homo_rudolfensis:0.175708):0.2499,Kenyanthropus_platyops:0.022583):0.166716,((Homo_habilis:0.205198,(Homo_ergaster:0.035239,Homo_sapiens:0.125841):0.058997):0.334959,Australopithecus_sediba:0.00202):0.020878):0.109438):0.262603):0.083647):0.050679):0.295868,Pan_troglodytes:0.057976):0.20011,Gorilla_gorilla:0.120903):0.138703,Pongo_pygmaeus:0.243545):0.079636,Papio:0.100709):0.127629,Hylobates:0.117928):0,Colobus_guereza:0.078989);
566	((((((((Australopithecus_anamensis:0.362397,((((((Paranthropus_boisei:0.139372,Paranthropus_robustus:0.352134):0.19873,Paranthropus_aethiopicus:0.091437):0.567108,Australopithecus_garhi:0.009136):0.150907,Australopithecus_afarensis:0.263666):0.079673,((Australopithecus_sediba:0.016255,((Homo_rudolfensis:0.102287,Kenyanthropus_platyops:0.179736):0.162779,(Homo_habilis:0.184805,(Homo_sapiens:0.094447,Homo_ergaster:0.08257):0.12081):0.143369):0.140017):0.072521,Australopithecus_africanus:0.393167):0.156447):0.27774,Sahelanthropus_tchadensis:0.149233):0.063412):0.062612,Ardipithecus_ramidus:0.043911):0.217317,Pan_troglodytes:0.042515):0.050352,Gorilla_gorilla:0.266534):0.133171,Pongo_pygmaeus:0.30797):0.151762,Papio:0.138381):0.111418,Hylobates:0.272119):0,Colobus_guereza:0.131488);
567	((((((((Ardipithecus_ramidus:0.024292,(Australopithecus_anamensis:0.165423,(Australopithecus_afarensis:0.150994,(((((Homo_ergaster:0.067608,Homo_sapiens:0.149404):0.10307,Homo_habilis:0.20255):0.271089,((Kenyanthropus_platyops:0.122017,Homo_rudolfensis:0.201113):0.050255,Australopithecus_africanus:0.245275):0.197751):0.044491,Australopithecus_sediba:0.034613):0.349448,(((Paranthropus_boisei:0.060341,Paranthropus_robustus:0.437705):0.383547,Paranthropus_aethiopicus:0.049223):0.487497,Australopithecus_garhi:0.197857):0.152328):0.00618):0.089502):0.223574):0.012015,Sahelanthropus_tchadensis:0.138791):0.321102,Pan_troglodytes:0.08109):0.132181,Gorilla_gorilla:0.049558):0.09073,Pongo_pygmaeus:0.369777):0.194391,Papio:0.122612):0.103962,Hylobates:0.210913):0,Colobus_guereza:0.105853);
568	(((((((((((Australopithecus_garhi:0.198471,(Australopithecus_africanus:0.412237,((Australopithecus_sediba:0.007268,(Homo_habilis:0.257289,(Homo_ergaster:0.031694,Homo_sapiens:0.172968):0.02141):0.215884):0.054721,(Kenyanthropus_platyops:0.138246,Homo_rudolfensis:0.186384):0.182844):0.063217):0.272765):0.058539,Australopithecus_afarensis:0.121102):0.126104,(Australopithecus_anamensis:0.050817,((Paranthropus_boisei:0.051025,Paranthropus_robustus:0.413057):0.319186,Paranthropus_aethiopicus:0.034841):0.485365):0.120817):0.070217,Sahelanthropus_tchadensis:0.222023):0.078934,Ardipithecus_ramidus:0.112907):0.180651,Pan_troglodytes:0.043769):0.172673,Pongo_pygmaeus:0.37165):0.084715,Gorilla_gorilla:0.095063):0.373202,Papio:0.114738):0.242224,Hylobates:0.170657):0,Colobus_guereza:0.079079);
569	(((((((((Australopithecus_anamensis:0.243335,((Australopithecus_garhi:0.166633,Australopithecus_afarensis:0.160534):0.029474,((Australopithecus_sediba:0.119977,((((Paranthropus_boisei:0.074444,(Paranthropus_robustus:0.372059,Paranthropus_aethiopicus:0.302514):0.044269):0.743179,(Homo_ergaster:0.039561,Homo_sapiens:0.102452):0.009165):0.06816,Homo_habilis:0.254371):0.176292,(Kenyanthropus_platyops:0.163627,Homo_rudolfensis:0.177365):0.081274):0.068756):0.025942,Australopithecus_africanus:0.260703):0.176124):0.337764):0.01968,Sahelanthropus_tchadensis:0.220476):0.100583,Ardipithecus_ramidus:0.104163):0.17211,Pan_troglodytes:0.026144):0.135689,Gorilla_gorilla:0.182376):0.071284,Pongo_pygmaeus:0.37825):0.193683,Papio:0.085181):0.211386,Hylobates:0.2908):0,Colobus_guereza:0.021199);
570	(((((((((Australopithecus_anamensis:0.160696,(Australopithecus_afarensis:0.158846,(Australopithecus_garhi:0.187068,(((((Kenyanthropus_platyops:0.060253,Homo_rudolfensis:0.407738):0.087672,((Homo_ergaster:0.028383,Homo_sapiens:0.197743):0.087581,Homo_habilis:0.190394):0.132333):0.01341,Australopithecus_africanus:0.36373):0.012534,Australopithecus_sediba:0.051989):0.110412,((Paranthropus_boisei:0.054931,Paranthropus_robustus:0.417931):0.21946,Paranthropus_aethiopicus:0.078786):0.616439):0.146054):0.042604):0.086946):0.207878,Ardipithecus_ramidus:0.068754):0.043472,Sahelanthropus_tchadensis:0.105247):0.06571,Pan_troglodytes:0.12323):0.089324,Gorilla_gorilla:0.221791):0.130397,Pongo_pygmaeus:0.190498):0.237225,Papio:0.146919):0.056878,Hylobates:0.097053):0,Colobus_guereza:0.078637);
571	((((((((Sahelanthropus_tchadensis:0.107276,Ardipithecus_ramidus:0.106891):0.04472,((Australopithecus_afarensis:0.310157,(((Paranthropus_aethiopicus:0.097228,(Paranthropus_boisei:0.224226,Paranthropus_robustus:0.330386):0.207056):0.537131,Australopithecus_garhi:0.162963):0.04703,(Australopithecus_sediba:0.171423,(((Homo_ergaster:0.027072,Homo_sapiens:0.140321):0.134781,Homo_habilis:0.117066):0.186406,((Homo_rudolfensis:0.165157,Australopithecus_africanus:0.291829):0.112747,Kenyanthropus_platyops:0.049996):0.147746):0.012154):0.121589):0.136714):0.141865,Australopithecus_anamensis:0.199188):0.085898):0.181126,Pan_troglodytes:0.104785):0.057632,Gorilla_gorilla:0.20126):0.089126,Pongo_pygmaeus:0.483821):0.204079,Papio:0.085097):0.076825,Hylobates:0.170599):0,Colobus_guereza:0.068119);
572	(((((((Ardipithecus_ramidus:0.177285,(((((Homo_habilis:0.09366,(Homo_sapiens:0.294094,Homo_ergaster:0.015219):0.245865):0.117969,(Australopithecus_sediba:0.029288,(Australopithecus_africanus:0.262575,(Homo_rudolfensis:0.17182,Kenyanthropus_platyops:0.011202):0.076706):0.206387):0.09381):0.319337,Australopithecus_afarensis:0.069437):0.060494,Australopithecus_garhi:0.307283):0.18525,(Sahelanthropus_tchadensis:0.269282,(((Paranthropus_boisei:0.067964,Paranthropus_robustus:0.347703):0.297502,Paranthropus_aethiopicus:0.069047):0.600638,Australopithecus_anamensis:0.377332):0.180605):0.077912):0.11703):0.233799,Pan_troglodytes:0.082402):0.10718,Gorilla_gorilla:0.169533):0.025763,Pongo_pygmaeus:0.278136):0.21587,Papio:0.129632):0.170429,Hylobates:0.148946):0,Colobus_guereza:0.068154);
573	((((((((Sahelanthropus_tchadensis:0.174602,(Australopithecus_anamensis:0.162886,(Australopithecus_afarensis:0.140331,(Australopithecus_garhi:0.107013,((Australopithecus_sediba:0.096192,((Homo_habilis:0.175131,(Homo_ergaster:0.084574,Homo_sapiens:0.225823):0.016096):0.295389,((Homo_rudolfensis:0.096639,Kenyanthropus_platyops:0.080254):0.154907,Australopithecus_africanus:0.432835):0.008836):0.032858):0.067144,(Paranthropus_aethiopicus:0.023993,(Paranthropus_boisei:0.128481,Paranthropus_robustus:0.418783):0.198144):0.509739):0.188398):0.014321):0.083284):0.048707):0.06287,Ardipithecus_ramidus:0.096105):0.198965,Pan_troglodytes:0.007406):0.092512,Gorilla_gorilla:0.056698):0.222063,Pongo_pygmaeus:0.314466):0.104997,Papio:0.110583):0.051657,Hylobates:0.201693):0,Colobus_guereza:0.105374);
